"sample_id","post_relatedness_lower","post_relatedness_med","post_relatedness_upper","post_relatedness_mean"
"IM-24-120-DZGV",0.729390162229538,0.819648861885071,0.934963339567184,0.823511075668325
"IM-24-120-DZYC",0.067815263569355,0.149035334587097,0.238335170969367,0.149292862317525
"IM-24-120-FIUU",0.818383646011353,0.897619932889938,0.96390718370676,0.895894350200891
"IM-24-120-FJGW",NA,NA,NA,NA
"IM-24-120-FQBX",NA,NA,NA,NA
"IM-24-120-FTBA",0.869572675228119,0.937253832817078,0.980226010084152,0.934213125187418
"IM-24-120-FUND",0.549488188326359,0.658712416887283,0.84068242162466,0.663620016232133
"IM-24-120-FXOO",0.748417919874191,0.808098703622818,0.876755510270596,0.809677975654602
"IM-24-120-FZDK",NA,NA,NA,NA
"IM-24-120-GFII",0.696196167171001,0.792474269866943,0.918639221787453,0.796394725859165
"IM-24-120-GFKR",0.0221576226409525,0.0905843153595924,0.203550184518099,0.0966173246405087
"IM-24-120-GGRM",NA,NA,NA,NA
"IM-24-120-GNII",0.476169784367085,0.586871117353439,0.778665107488632,0.592427785202861
"IM-24-120-GTRI",0.236236993223429,0.314285486936569,0.439249928295612,0.317954704970121
"IM-24-120-GVWI",0.0799056511372328,0.160616666078568,0.256934606283903,0.163340712429024
"IM-24-120-GWKI",NA,NA,NA,NA
"IM-24-120-GWNT",0.518848389387131,0.622006714344025,0.811506558954716,0.628763156637549
"IM-24-120-HBMK",0.462110212445259,0.572670757770538,0.796203663945198,0.581971981585026
